@s0 legend "1"
2.520833 23.41380329  0.02647531
2.525576 2.34304622e+01 1.63259574e-02
2.530319 2.34088791e+01 8.65406349e-03
2.535061 2.33932615e+01 1.87600179e-02
2.539804 2.34114262e+01 1.93452669e-02
2.544547 2.33861006e+01 2.10034481e-02
2.54929 2.33951295e+01 1.55714212e-02
2.554033 2.34087242e+01 2.11024740e-02
2.558776 2.3425460e+01 2.1035934e-02
2.563519 2.33984956e+01 1.35202555e-02
2.568261 2.34007745e+01 2.05608761e-02
2.573004 2.34059392e+01 1.44970637e-02
2.577747 2.34022401e+01 1.43443190e-02
2.58249 2.34000259e+01 1.73105008e-02
2.587233 2.34048201e+01 1.89914401e-02
2.591976 2.33968102e+01 1.54946339e-02
2.596719 2.33860136e+01 1.93670437e-02
2.601462 2.33826991e+01 1.22079500e-02
2.606204 2.33740469e+01 1.29775231e-02
2.610947 2.33969658e+01 2.30492572e-02
2.61569 2.34035344e+01 1.47608127e-02
2.620433 2.33820779e+01 1.79165281e-02
2.625176 2.33686588e+01 1.92151875e-02
2.629919 2.33928436e+01 2.19886074e-02
2.634662 2.34137555e+01 1.64649480e-02
2.639404 2.34015976e+01 1.77546558e-02
2.644147 2.33896361e+01 1.41000463e-02
2.64889 2.33898446e+01 1.32661932e-02
2.653633 2.33574161e+01 2.04735209e-02
2.658376 2.33734934e+01 1.54444701e-02
2.663119 2.33926226e+01 2.07058544e-02
2.667862 2.34085234e+01 1.30694846e-02
2.672605 2.34077359e+01 1.40796556e-02
2.677347 2.33736787e+01 1.68209126e-02
2.68209 2.33692231e+01 2.03744049e-02
2.686833 2.33753823e+01 1.40940144e-02
2.691576 2.33946486e+01 1.81747744e-02
2.696319 2.33965825e+01 2.13462481e-02
2.701062 2.33879898e+01 1.35951516e-02
2.705805 2.34068769e+01 1.24869567e-02
2.710547 2.33487120e+01 1.43215176e-02
2.71529 23.37847443  0.02340821
2.720033 2.33736573e+01 1.65643115e-02
2.724776 2.33658309e+01 1.77229267e-02
2.729519 2.33740776e+01 1.96564756e-02
2.734262 2.33563604e+01 1.25170126e-02
2.739005 2.33568729e+01 1.32450817e-02
2.743747 2.33760230e+01 1.63203134e-02
2.74849 2.33551771e+01 1.38362536e-02
2.753233 2.33777339e+01 1.89896735e-02
2.757976 2.33500889e+01 1.63942619e-02
2.762719 2.33714264e+01 1.47630335e-02
2.767462 2.33663092e+01 1.46663779e-02
2.772205 2.33685585e+01 1.34637857e-02
2.776948 2.33558714e+01 1.78603594e-02
2.78169 2.33300903e+01 1.94872501e-02
2.786433 2.33533875e+01 1.54994507e-02
2.791176 2.33543784e+01 1.10684062e-02
2.795919 2.33280716e+01 1.44318786e-02
2.800662 2.33561056e+01 1.34711450e-02
2.805405 2.33718388e+01 1.66055331e-02
2.810148 2.33741089e+01 1.60972635e-02
2.81489 2.34617230e+01 1.55613957e-02
2.819633 2.34517319e+01 2.29543322e-02
2.824376 2.34245691e+01 1.48365874e-02
2.829119 2.33794746e+01 1.62921361e-02
2.833862 2.33628331e+01 1.88299159e-02
2.838605 2.33141484e+01 1.48760162e-02
2.843348 2.33002963e+01 1.22151749e-02
2.848091 2.33073066e+01 1.81030109e-02
2.852833 2.33361517e+01 1.74251989e-02
2.857576 2.33242379e+01 1.43460528e-02
2.862319 2.32798316e+01 1.90860345e-02
2.867062 2.33229741e+01 1.80183573e-02
2.871805 2.33192871e+01 1.80817883e-02
2.876548 2.32921249e+01 1.76199120e-02
2.881291 2.33368282e+01 1.51374762e-02
2.886033 2.35121359e+01 1.37948382e-02
2.890776 2.34501056e+01 1.87107187e-02
2.895519 2.3403243e+01 2.1049451e-02
2.900262 2.33952456e+01 2.13436058e-02
2.905005 2.33997614e+01 1.57851930e-02
2.909748 2.33525344e+01 1.68381246e-02
2.914491 2.33659587e+01 1.73252662e-02
2.919233 2.33747555e+01 1.67271103e-02
2.923976 2.33721651e+01 1.26067954e-02
2.928719 2.33494179e+01 1.36294592e-02
2.933462 2.33401704e+01 1.47698917e-02
2.938205 2.33252796e+01 1.49217527e-02
2.942948 2.33427956e+01 1.28091257e-02
2.947691 2.33527761e+01 1.95154789e-02
2.952434 2.33530389e+01 1.46808701e-02
2.957176 2.33227678e+01 1.88337564e-02
2.961919 2.33282693e+01 2.27478649e-02
2.966662 2.32990062e+01 1.15714609e-02
2.971405 2.33108351e+01 1.06206675e-02
2.976148 2.33439194e+01 1.79982618e-02
2.980891 2.33475006e+01 1.93667378e-02
2.985634 2.33493794e+01 2.03677019e-02
2.990376 2.33166434e+01 1.47677674e-02
2.995119 2.33177746e+01 1.63142236e-02
2.999862 2.33190651e+01 1.45885473e-02
3.004605 2.33130219e+01 2.16659049e-02
3.009348 2.33315339e+01 1.28502665e-02
3.014091 2.33439519e+01 2.05666146e-02
3.018834 2.33295409e+01 1.50640822e-02
3.023577 2.33498760e+01 1.84817971e-02
3.028319 2.33174324e+01 1.11435529e-02
3.033062 2.33040271e+01 1.35956229e-02
3.037805 2.33166062e+01 1.45676994e-02
3.042548 2.33213046e+01 2.05579077e-02
3.047291 2.33120692e+01 1.84328137e-02
3.052034 2.33086516e+01 2.01009729e-02
3.056777 2.33364514e+01 2.15228926e-02
3.061519 2.33441724e+01 1.96225949e-02
3.066262 2.33127259e+01 1.51798448e-02
3.071005 2.33130981e+01 1.20721296e-02
3.075748 2.33395546e+01 1.62904869e-02
3.080491 2.33064799e+01 1.94837751e-02
3.085234 2.33132395e+01 1.18026010e-02
3.089977 2.33045611e+01 1.49816617e-02
3.09472 2.33046290e+01 1.37455905e-02
3.099462 2.33165561e+01 2.04218907e-02
3.104205 2.32863799e+01 1.61371661e-02
3.108948 2.32671659e+01 1.55797693e-02
3.113691 2.33058531e+01 1.54839503e-02
